Date,Time,Impact,Event Name,Previous,Forecast,Actual
2016-02-12,10:00am,1,Prelim UoM Inflation Expectations,2.50%,,2.50%
2016-02-15,12:00am,-1,Bank Holiday,,,
2016-02-16,8:30am,2,Empire State Manufacturing Index,-19.4,-10.5,-16.6
2016-02-16,10:00am,1,NAHB Housing Market Index,61,60,58
2016-02-16,4:00pm,1,TIC Long-Term Purchases,31.4B,30.2B,-29.4B
2016-02-16,7:30pm,2,FOMC Member Rosengren Speaks,,,
2016-02-17,8:30am,3,Building Permits,1.20M,1.21M,1.20M
2016-02-17,8:30am,3,PPI m/m,-0.20%,-0.20%,0.10%
2016-02-17,8:30am,2,Core PPI m/m,0.10%,0.10%,0.40%
2016-02-17,8:30am,2,Housing Starts,1.14M,1.16M,1.10M
2016-02-17,9:15am,2,Capacity Utilization Rate,76.40%,76.70%,77.10%
2016-02-17,9:15am,2,Industrial Production m/m,-0.70%,0.30%,0.90%
2016-02-17,2:00pm,3,FOMC Meeting Minutes,,,
2016-02-17,7:30pm,2,FOMC Member Bullard Speaks,,,
2016-02-18,8:30am,3,Philly Fed Manufacturing Index,-3.5,-2.9,-2.8
2016-02-18,8:30am,3,Unemployment Claims,269K,275K,262K
2016-02-18,10:00am,2,Mortgage Delinquencies,4.99%,,4.77%
2016-02-18,10:00am,1,CB Leading Index m/m,-0.30%,-0.10%,-0.20%
2016-02-18,10:30am,1,Natural Gas Storage,-70B,-154B,-158B
2016-02-18,11:00am,3,Crude Oil Inventories,-0.8M,3.2M,2.1M
2016-02-19,8:30am,3,Core CPI m/m,0.10%,0.20%,0.30%
2016-02-19,8:30am,3,CPI m/m,-0.10%,-0.10%,0.00%
2016-02-19,8:30am,3,CPI y/y,0.70%,1.30%,1.40%
2016-02-19,8:30am,2,FOMC Member Mester Speaks,,,
2016-02-22,9:45am,1,Flash Manufacturing PMI,52.4,52.3,51
2016-02-23,9:00am,1,S&P/CS Composite-20 HPI y/y,5.70%,5.80%,5.70%
2016-02-23,10:00am,3,CB Consumer Confidence,97.8,97.4,92.2
2016-02-23,10:00am,2,Existing Home Sales,5.45M,5.37M,5.47M
2016-02-23,10:00am,1,Richmond Manufacturing Index,2,2,-4
2016-02-23,8:30pm,2,FOMC Member Fischer Speaks,,,
2016-02-24,9:45am,1,Flash Services PMI,53.2,53.4,49.8
2016-02-24,10:00am,2,New Home Sales,544K,522K,494K
2016-02-24,10:30am,3,Crude Oil Inventories,2.1M,2.0M,3.5M
2016-02-24,7:00pm,2,FOMC Member Bullard Speaks,,,
2016-02-25,8:30am,3,Core Durable Goods Orders m/m,-1.00%,0.20%,1.80%
2016-02-25,8:30am,3,Unemployment Claims,262K,271K,272K
2016-02-25,8:30am,2,Durable Goods Orders m/m,-5.00%,3.00%,4.90%
2016-02-25,9:02am,1,HPI m/m,0.60%,0.50%,0.40%
2016-02-25,10:30am,1,Natural Gas Storage,-158B,-125B,-117B
2016-02-26,8:30am,3,Prelim GDP q/q,0.70%,0.40%,1.00%
2016-02-26,8:30am,2,Goods Trade Balance,-61.5B,-61.1B,-62.2B
2016-02-26,8:30am,1,Prelim GDP Price Index q/q,0.80%,0.80%,0.90%
2016-02-26,10:00am,2,Core PCE Price Index m/m,0.10%,0.10%,0.30%
2016-02-26,10:00am,2,Personal Spending m/m,0.10%,0.30%,0.50%
2016-02-26,10:00am,2,Revised UoM Consumer Sentiment,90.7,91.1,91.7
2016-02-26,10:00am,1,Personal Income m/m,0.30%,0.40%,0.50%
2016-02-26,10:00am,1,Revised UoM Inflation Expectations,2.50%,,2.50%
2016-02-26,10:15am,2,FOMC Member Powell Speaks,,,
2016-02-26,1:30pm,2,FOMC Member Brainard Speaks,,,
2016-02-29,9:45am,2,Chicago PMI,55.6,52.1,47.6
2016-02-29,10:00am,2,Pending Home Sales m/m,0.90%,0.60%,-2.50%
2016-02-29,11:30pm,2,FOMC Member Dudley Speaks,,,
2016-03-01,9:45am,1,Final Manufacturing PMI,51,51,51.3
2016-03-01,10:00am,3,ISM Manufacturing PMI,48.2,48.5,49.5
2016-03-01,10:00am,1,Construction Spending m/m,0.60%,0.50%,1.50%
2016-03-01,10:00am,1,ISM Manufacturing Prices,33.5,35.5,38.5
2016-03-01,10:00am,1,RCM/TIPP Economic Optimism,47.8,46.9,46.8
2016-03-01,12:00am,1,Wards Total Vehicle Sales,17.5M,17.7M,17.4M
2016-03-01,12:00am,1,Total Vehicle Sales,17.6M,17.6M,17.5M
2016-03-02,8:15am,3,ADP Non-Farm Employment Change,193K,185K,214K
2016-03-02,10:30am,3,Crude Oil Inventories,3.5M,2.5M,10.4M
2016-03-02,2:00pm,1,Beige Book,,,
2016-03-03,7:30am,1,Challenger Job Cuts y/y,41.60%,,21.80%
2016-03-03,8:30am,3,Unemployment Claims,272K,271K,278K
2016-03-03,8:30am,2,Revised Nonfarm Productivity q/q,-3.00%,-3.20%,-2.20%
2016-03-03,8:30am,1,Revised Unit Labor Costs q/q,4.50%,4.80%,3.30%
2016-03-03,9:45am,1,Final Services PMI,49.8,49.8,49.7
2016-03-03,10:00am,3,ISM Services PMI,53.5,53.2,53.4
2016-03-03,10:00am,2,Factory Orders m/m,-2.90%,2.10%,1.60%
2016-03-03,10:30am,1,Natural Gas Storage,-117B,-49B,-48B
2016-03-04,8:30am,3,Average Hourly Earnings m/m,0.50%,0.20%,-0.10%
2016-03-04,8:30am,3,Non-Farm Employment Change,172K,195K,242K
2016-03-04,8:30am,3,Unemployment Rate,4.90%,4.90%,4.90%
2016-03-04,8:30am,2,Trade Balance,-44.7B,-43.8B,-45.7B
2016-03-07,10:00am,1,Labor Market Conditions Index m/m,-0.8,,-2.4
2016-03-07,1:00pm,2,FOMC Member Brainard Speaks,,,
2016-03-07,1:00pm,2,FOMC Member Fischer Speaks,,,
2016-03-07,3:00pm,1,Consumer Credit m/m,21.4B,16.8B,10.5B
2016-03-08,6:00am,1,NFIB Small Business Index,93.9,94.5,92.9
2016-03-09,10:00am,1,Final Wholesale Inventories m/m,0.00%,-0.20%,0.30%
2016-03-09,10:30am,3,Crude Oil Inventories,10.4M,3.0M,3.9M
2016-03-09,1:01pm,1,10-y Bond Auction,1.73|2.6,,1.90|2.5
2016-03-10,8:30am,3,Unemployment Claims,277K,272K,259K
2016-03-10,10:30am,1,Natural Gas Storage,-48B,-51B,-57B
2016-03-10,1:01pm,1,30-y Bond Auction,2.50|2.1,,2.72|2.3
2016-03-10,2:00pm,1,Federal Budget Balance,55.2B,-198.3B,-192.6B
2016-03-11,8:30am,2,Import Prices m/m,-1.00%,-0.70%,-0.30%
2016-03-13,3:00am,-1,Daylight Saving Time Shift,,,
2016-03-15,8:30am,3,Core Retail Sales m/m,-0.40%,-0.20%,-0.10%
2016-03-15,8:30am,3,PPI m/m,0.10%,-0.20%,-0.20%
2016-03-15,8:30am,3,Retail Sales m/m,-0.40%,-0.10%,-0.10%
2016-03-15,8:30am,2,Core PPI m/m,0.40%,0.10%,0.00%
2016-03-15,8:30am,2,Empire State Manufacturing Index,-16.6,-10.3,0.6
2016-03-15,10:00am,1,Business Inventories m/m,0.10%,0.00%,0.10%
2016-03-15,10:00am,1,NAHB Housing Market Index,58,59,58
2016-03-15,4:00pm,1,TIC Long-Term Purchases,-29.4B,3.2B,-12.0B
2016-03-16,8:30am,3,Building Permits,1.20M,1.20M,1.17M
2016-03-16,8:30am,3,Core CPI m/m,0.30%,0.20%,0.30%
2016-03-16,8:30am,3,CPI m/m,0.00%,-0.20%,-0.20%
2016-03-16,8:30am,3,CPI y/y,1.40%,0.90%,1.00%
2016-03-16,8:30am,2,Housing Starts,1.12M,1.15M,1.18M
2016-03-16,9:15am,2,Capacity Utilization Rate,77.10%,76.90%,76.70%
2016-03-16,9:15am,2,Industrial Production m/m,0.80%,-0.20%,-0.50%
2016-03-16,10:30am,3,Crude Oil Inventories,3.9M,2.9M,1.3M
2016-03-16,2:00pm,3,Federal Funds Rate,0.50%,0.50%,0.50%
2016-03-16,2:00pm,3,FOMC Economic Projections,,,
2016-03-16,2:00pm,3,FOMC Statement,,,
2016-03-16,2:30pm,3,FOMC Press Conference,,,
2016-03-17,8:30am,3,Philly Fed Manufacturing Index,-2.8,-1.4,12.4
2016-03-17,8:30am,3,Unemployment Claims,258K,267K,265K
2016-03-17,8:30am,2,Current Account,-130B,-117B,-125B
2016-03-17,10:00am,2,JOLTS Job Openings,5.28M,5.57M,5.54M
2016-03-17,10:00am,1,CB Leading Index m/m,-0.20%,0.20%,0.10%
2016-03-17,10:30am,1,Natural Gas Storage,-57B,-9B,-1B
2016-03-18,9:00am,2,FOMC Member Dudley Speaks,,,
2016-03-18,10:00am,3,Prelim UoM Consumer Sentiment,91.7,92.1,90
2016-03-18,10:00am,1,Prelim UoM Inflation Expectations,2.50%,,2.70%
2016-03-18,11:00am,2,FOMC Member Rosengren Speaks,,,
2016-03-18,2:00pm,2,FOMC Member Bullard Speaks,,,
2016-03-21,10:00am,2,Existing Home Sales,5.47M,5.32M,5.08M
2016-03-22,9:00am,1,HPI m/m,0.50%,0.50%,0.50%
2016-03-22,9:45am,1,Flash Manufacturing PMI,51,51.6,51.4
2016-03-22,9:59am,1,Richmond Manufacturing Index,-4,-1,22
2016-03-23,9:00am,2,FOMC Member Bullard Speaks,,,
2016-03-23,10:00am,2,New Home Sales,502K,512K,512K
2016-03-23,10:30am,3,Crude Oil Inventories,1.3M,2.5M,9.4M
2016-03-24,8:15am,2,FOMC Member Bullard Speaks,,,
2016-03-24,8:30am,3,Core Durable Goods Orders m/m,1.70%,-0.20%,-1.00%
2016-03-24,8:30am,3,Unemployment Claims,259K,267K,265K
2016-03-24,8:30am,2,Durable Goods Orders m/m,4.70%,-3.00%,-2.80%
2016-03-24,9:45am,1,Flash Services PMI,49.7,51.3,51
2016-03-24,10:30am,1,Natural Gas Storage,-1B,20B,15B
2016-03-25,8:30am,3,Final GDP q/q,1.00%,1.00%,1.40%
2016-03-25,8:30am,1,Final GDP Price Index q/q,0.90%,0.90%,0.90%
2016-03-28,8:30am,2,Core PCE Price Index m/m,0.30%,0.20%,0.10%
2016-03-28,8:30am,2,Personal Spending m/m,0.10%,0.20%,0.10%
2016-03-28,8:30am,1,Goods Trade Balance,-62.4B,-62.3B,-62.9B
2016-03-28,8:30am,1,Personal Income m/m,0.50%,0.10%,0.20%
2016-03-28,10:00am,2,Pending Home Sales m/m,-3.00%,1.20%,3.50%
2016-03-29,9:00am,1,S&P/CS Composite-20 HPI y/y,5.60%,5.70%,5.70%
2016-03-29,10:00am,3,CB Consumer Confidence,94,93.9,96.2
2016-03-29,12:20pm,3,Fed Chair Yellen Speaks,,,
2016-03-30,8:15am,3,ADP Non-Farm Employment Change,205K,195K,200K
2016-03-30,10:30am,3,Crude Oil Inventories,9.4M,3.1M,2.3M
2016-03-31,7:30am,1,Challenger Job Cuts y/y,21.80%,,31.70%
2016-03-31,8:30am,3,Unemployment Claims,265K,266K,276K
2016-03-31,9:45am,2,Chicago PMI,47.6,50.5,53.6
2016-03-31,10:30am,1,Natural Gas Storage,15B,-20B,-25B
2016-03-31,5:00pm,2,FOMC Member Dudley Speaks,,,
2016-04-01,8:30am,3,Average Hourly Earnings m/m,-0.10%,0.20%,0.30%
2016-04-01,8:30am,3,Non-Farm Employment Change,245K,206K,215K
2016-04-01,8:30am,3,Unemployment Rate,4.90%,4.90%,5.00%
2016-04-01,9:45am,1,Final Manufacturing PMI,51.4,51.5,51.5
2016-04-01,10:00am,3,ISM Manufacturing PMI,49.5,50.8,51.8
2016-04-01,10:00am,2,Revised UoM Consumer Sentiment,90,90.6,91
2016-04-01,10:00am,1,Construction Spending m/m,2.10%,0.20%,-0.50%
2016-04-01,10:00am,1,ISM Manufacturing Prices,38.5,44.5,51.5
2016-04-01,10:00am,1,Revised UoM Inflation Expectations,2.70%,,2.70%
2016-04-01,12:00am,1,Total Vehicle Sales,17.5M,17.6M,16.6M
2016-04-01,12:00am,1,Wards Total Vehicle Sales,17.5M,17.5M,16.5M
2016-04-01,12:00pm,2,FOMC Member Mester Speaks,,,
2016-04-04,10:00am,2,Factory Orders m/m,1.20%,-1.50%,-1.70%
2016-04-04,10:00am,1,Labor Market Conditions Index m/m,-2.5,,-2.1
2016-04-05,8:30am,2,Trade Balance,-45.9B,-46.3B,-47.1B
2016-04-05,9:45am,1,Final Services PMI,51,51,51.3
2016-04-05,10:00am,3,ISM Services PMI,53.4,54.1,54.5
2016-04-05,10:00am,2,JOLTS Job Openings,5.60M,5.57M,5.45M
2016-04-05,10:00am,1,RCM/TIPP Economic Optimism,46.8,47.7,46.3
2016-04-06,10:30am,3,Crude Oil Inventories,2.3M,3.1M,-4.9M
2016-04-06,12:20pm,2,FOMC Member Mester Speaks,,,
2016-04-06,2:00pm,3,FOMC Meeting Minutes,,,
2016-04-06,6:30pm,2,FOMC Member Bullard Speaks,,,
2016-04-07,8:30am,3,Unemployment Claims,276K,271K,267K
2016-04-07,10:30am,1,Natural Gas Storage,-25B,7B,12B
2016-04-07,3:00pm,1,Consumer Credit m/m,14.9B,15.0B,17.2B
2016-04-07,5:30pm,3,Fed Chair Yellen Speaks,,,
2016-04-07,8:15pm,2,FOMC Member George Speaks,,,
2016-04-08,8:30am,2,FOMC Member Dudley Speaks,,,
2016-04-08,10:00am,1,Final Wholesale Inventories m/m,-0.20%,-0.20%,-0.50%
2016-04-11,8:30am,2,Treasury Sec Lew Speaks,,,
2016-04-11,9:25am,2,FOMC Member Dudley Speaks,,,
2016-04-12,6:00am,1,NFIB Small Business Index,92.9,93.9,92.6
2016-04-12,8:30am,2,Import Prices m/m,-0.40%,1.00%,0.20%
2016-04-12,2:00pm,1,Federal Budget Balance,-192.6B,-106.5B,-108.0B
2016-04-13,8:30am,3,Core Retail Sales m/m,0.00%,0.40%,0.20%
2016-04-13,8:30am,3,PPI m/m,-0.20%,0.30%,-0.10%
2016-04-13,8:30am,3,Retail Sales m/m,0.00%,0.10%,-0.30%
2016-04-13,8:30am,2,Core PPI m/m,0.00%,0.10%,-0.10%
2016-04-13,10:00am,1,Business Inventories m/m,-0.10%,0.10%,-0.10%
2016-04-13,10:30am,3,Crude Oil Inventories,-4.9M,0.9M,6.6M
2016-04-13,1:01pm,1,10-y Bond Auction,1.90|2.5,,1.77|2.7
2016-04-13,2:00pm,1,Beige Book,,,
2016-04-14,8:30am,3,Core CPI m/m,0.30%,0.20%,0.10%
2016-04-14,8:30am,3,CPI m/m,-0.20%,0.20%,0.10%
2016-04-14,8:30am,3,CPI y/y,1.00%,1.10%,0.90%
2016-04-14,8:30am,3,Unemployment Claims,266K,270K,253K
2016-04-14,10:00am,2,FOMC Member Powell Speaks,,,
2016-04-14,10:30am,1,Natural Gas Storage,12B,1B,-3B
2016-04-14,1:01pm,1,30-y Bond Auction,2.72|2.3,,2.60|2.4
2016-04-15,8:25am,2,Empire State Manufacturing Index,0.6,2.1,9.6
2016-04-15,9:15am,2,Capacity Utilization Rate,76.70%,75.40%,74.80%
2016-04-15,9:15am,2,Industrial Production m/m,-0.50%,-0.10%,-0.60%
2016-04-15,10:00am,3,Prelim UoM Consumer Sentiment,91,91.9,89.7
2016-04-15,10:00am,1,Prelim UoM Inflation Expectations,2.70%,,2.70%
2016-04-15,4:00pm,1,TIC Long-Term Purchases,-11.9B,32.2B,72.0B
2016-04-18,8:30am,2,FOMC Member Dudley Speaks,,,
2016-04-18,9:21am,1,NAHB Housing Market Index,58,59,58
2016-04-19,8:30am,3,Building Permits,1.18M,1.20M,1.09M
2016-04-19,8:30am,2,Housing Starts,1.19M,1.17M,1.09M
2016-04-20,10:00am,2,Existing Home Sales,5.07M,5.29M,5.33M
2016-04-20,10:30am,3,Crude Oil Inventories,6.6M,2.2M,2.1M
2016-04-21,8:30am,3,Philly Fed Manufacturing Index,12.4,8.1,-1.6
2016-04-21,8:30am,3,Unemployment Claims,253K,265K,247K
2016-04-21,9:00am,1,HPI m/m,0.40%,0.40%,0.40%
2016-04-21,10:00am,1,CB Leading Index m/m,-0.10%,0.40%,0.20%
2016-04-21,10:30am,1,Natural Gas Storage,-3B,6B,7B
2016-04-22,9:45am,1,Flash Manufacturing PMI,51.5,51.9,50.8
2016-04-25,10:00am,2,New Home Sales,519K,521K,511K
2016-04-26,8:30am,3,Core Durable Goods Orders m/m,-1.30%,0.60%,-0.20%
2016-04-26,8:30am,2,Durable Goods Orders m/m,-3.00%,1.90%,0.80%
2016-04-26,9:00am,1,S&P/CS Composite-20 HPI y/y,5.70%,5.50%,5.40%
2016-04-26,9:45am,1,Flash Services PMI,51.3,52.3,52.1
2016-04-26,10:00am,3,CB Consumer Confidence,96.1,95.8,94.2
2016-04-26,10:00am,1,Richmond Manufacturing Index,22,11,14
2016-04-27,8:30am,1,Goods Trade Balance,-62.9B,-62.5B,-56.9B
2016-04-27,10:00am,2,Pending Home Sales m/m,3.40%,0.30%,1.40%
2016-04-27,10:30am,3,Crude Oil Inventories,2.1M,1.4M,2.0M
2016-04-27,2:00pm,3,Federal Funds Rate,0.50%,0.50%,0.50%
2016-04-27,2:00pm,3,FOMC Statement,,,
2016-04-28,8:30am,3,Advance GDP q/q,1.40%,0.70%,0.50%
2016-04-28,8:30am,3,Unemployment Claims,248K,258K,257K
2016-04-28,8:30am,2,Advance GDP Price Index q/q,0.90%,0.50%,0.70%
2016-04-28,10:30am,1,Natural Gas Storage,7B,71B,73B
2016-04-29,8:30am,2,Core PCE Price Index m/m,0.20%,0.10%,0.10%
2016-04-29,8:30am,2,Employment Cost Index q/q,0.60%,0.60%,0.60%
2016-04-29,8:30am,2,Personal Spending m/m,0.20%,0.20%,0.10%
2016-04-29,8:30am,1,Personal Income m/m,0.10%,0.30%,0.40%
2016-04-29,9:45am,2,Chicago PMI,53.6,53.1,50.4
2016-04-29,10:00am,2,Revised UoM Consumer Sentiment,89.7,90.3,89
2016-04-29,10:00am,1,Revised UoM Inflation Expectations,2.70%,,2.80%
2016-04-29,4:00pm,2,Treasury Currency Report,,,
2016-05-01,7:15pm,2,FOMC Member Dudley Speaks,,,
2016-05-02,9:45am,1,Final Manufacturing PMI,50.8,51,50.8
2016-05-02,10:00am,3,ISM Manufacturing PMI,51.8,51.6,50.8
2016-05-02,10:00am,1,Construction Spending m/m,1.00%,0.50%,0.30%
2016-05-02,10:00am,1,ISM Manufacturing Prices,51.5,51,59
2016-05-02,2:00pm,1,Loan Officer Survey,,,
2016-05-03,10:00am,1,RCM/TIPP Economic Optimism,46.3,46.6,48.7
2016-05-03,12:00am,1,Wards Total Vehicle Sales,16.8M,17.4M,17.3M
2016-05-03,10:30am,2,FOMC Member Mester Speaks,,,
2016-05-03,12:00am,1,Total Vehicle Sales,16.6M,17.3M,17.4M
2016-05-04,8:15am,3,ADP Non-Farm Employment Change,194K,205K,156K
2016-05-04,8:30am,2,Prelim Nonfarm Productivity q/q,-2.20%,-1.30%,-1.00%
2016-05-04,8:30am,2,Prelim Unit Labor Costs q/q,3.30%,2.90%,4.10%
2016-05-04,8:30am,2,Trade Balance,-47.0B,-45.6B,-40.4B
2016-05-04,9:45am,1,Final Services PMI,52.1,52.1,52.8
2016-05-04,10:00am,3,ISM Services PMI,54.5,54.9,55.7
2016-05-04,10:00am,2,Factory Orders m/m,-1.90%,0.70%,1.10%
2016-05-04,10:30am,3,Crude Oil Inventories,2.0M,0.6M,2.8M
2016-05-05,7:30am,1,Challenger Job Cuts y/y,31.70%,,5.80%
2016-05-05,8:30am,3,Unemployment Claims,257K,261K,274K
2016-05-05,10:30am,1,Natural Gas Storage,73B,69B,68B
2016-05-05,11:30am,2,FOMC Member Bullard Speaks,,,
2016-05-05,7:15pm,2,FOMC Member Bullard Speaks,,,
2016-05-06,8:30am,3,Average Hourly Earnings m/m,0.20%,0.30%,0.30%
2016-05-06,8:30am,3,Non-Farm Employment Change,208K,203K,160K
2016-05-06,8:30am,3,Unemployment Rate,5.00%,5.00%,5.00%
2016-05-06,3:00pm,1,Consumer Credit m/m,14.1B,16.1B,29.7B
2016-05-09,10:00am,1,Labor Market Conditions Index m/m,-2.1,,-0.9
2016-05-10,3:15am,2,FOMC Member Dudley Speaks,,,
2016-05-10,6:00am,1,NFIB Small Business Index,92.6,93.2,93.6
2016-05-10,10:00am,2,JOLTS Job Openings,5.61M,5.55M,5.76M
2016-05-10,10:00am,1,Final Wholesale Inventories m/m,-0.60%,0.20%,0.10%
2016-05-11,10:30am,3,Crude Oil Inventories,2.8M,0.1M,-3.4M
2016-05-11,1:01pm,1,10-y Bond Auction,1.77|2.7,,1.71|2.7
2016-05-11,2:00pm,1,Federal Budget Balance,-108.0B,116.2B,106.5B
2016-05-12,8:30am,3,Unemployment Claims,274K,277K,294K
2016-05-12,8:30am,2,Import Prices m/m,0.30%,0.60%,0.30%
2016-05-12,10:00am,2,Mortgage Delinquencies,4.77%,,4.77%
2016-05-12,10:30am,1,Natural Gas Storage,68B,60B,56B
2016-05-12,11:00am,2,FOMC Member Mester Speaks,,,
2016-05-12,11:45am,2,FOMC Member Rosengren Speaks,,,
2016-05-12,1:01pm,1,30-y Bond Auction,2.60|2.4,,2.62|2.2
2016-05-12,2:15pm,2,FOMC Member George Speaks,,,
2016-05-13,8:30am,3,Core Retail Sales m/m,0.40%,0.60%,0.80%
2016-05-13,8:30am,3,PPI m/m,-0.10%,0.30%,0.20%
2016-05-13,8:30am,3,Retail Sales m/m,-0.30%,-0.30%,1.30%
2016-05-13,8:30am,2,Core PPI m/m,-0.10%,0.10%,0.10%
2016-05-13,10:00am,3,Prelim UoM Consumer Sentiment,89,89.9,95.8
2016-05-13,10:00am,1,Business Inventories m/m,-0.10%,0.20%,0.40%
2016-05-13,10:00am,1,Revised UoM Inflation Expectations,2.70%,,2.50%
2016-05-16,8:30am,2,Empire State Manufacturing Index,9.6,7.2,-9
2016-05-16,10:00am,1,NAHB Housing Market Index,58,59,58
2016-05-16,4:00pm,1,TIC Long-Term Purchases,72.6B,36.5B,78.1B
2016-05-17,8:30am,3,Building Permits,1.08M,1.13M,1.12M
2016-05-17,8:30am,3,Core CPI m/m,0.10%,0.20%,0.20%
2016-05-17,8:30am,3,CPI m/m,0.10%,0.30%,0.40%
2016-05-17,8:30am,3,CPI y/y,0.90%,1.00%,1.10%
2016-05-17,8:30am,2,Housing Starts,1.10M,1.12M,1.17M
2016-05-17,9:15am,2,Capacity Utilization Rate,74.90%,75.10%,75.40%
2016-05-17,9:15am,2,Industrial Production m/m,-0.90%,0.30%,0.70%
2016-05-18,10:30am,3,Crude Oil Inventories,-3.4M,-3.1M,1.3M
2016-05-18,2:00pm,3,FOMC Meeting Minutes,,,
2016-05-19,8:30am,3,Philly Fed Manufacturing Index,-1.6,3.2,-1.8
2016-05-19,8:30am,3,Unemployment Claims,294K,276K,278K
2016-05-19,9:15am,2,FOMC Member Fischer Speaks,,,
2016-05-19,10:00am,1,CB Leading Index m/m,0.00%,0.40%,0.60%
2016-05-19,10:30am,2,FOMC Member Dudley Speaks,,,
2016-05-19,10:30am,1,Natural Gas Storage,56B,75B,73B
2016-05-20,9:00am,1,FOMC Member Tarullo Speaks,,,
2016-05-20,10:00am,2,Existing Home Sales,5.36M,5.40M,5.45M
2016-05-23,6:15am,2,FOMC Member Bullard Speaks,,,
2016-05-23,9:45am,1,Flash Manufacturing PMI,50.8,51,50.5
2016-05-24,9:59am,1,Richmond Manufacturing Index,14,9,-1
2016-05-24,10:00am,2,New Home Sales,531K,521K,619K
2016-05-25,8:30am,1,Goods Trade Balance,-57.1B,-60.1B,-57.5B
2016-05-25,9:00am,1,HPI m/m,0.50%,0.40%,0.70%
2016-05-25,9:45am,1,Flash Services PMI,52.8,53.1,51.2
2016-05-25,10:30am,3,Crude Oil Inventories,1.3M,-1.7M,-4.2M
2016-05-26,6:10am,2,FOMC Member Bullard Speaks,,,
2016-05-26,8:30am,3,Core Durable Goods Orders m/m,0.10%,0.30%,0.40%
2016-05-26,8:30am,3,Unemployment Claims,278K,275K,268K
2016-05-26,8:30am,2,Durable Goods Orders m/m,1.90%,0.30%,3.40%
2016-05-26,10:00am,2,Pending Home Sales m/m,1.60%,0.60%,5.10%
2016-05-26,10:30am,1,Natural Gas Storage,73B,67B,71B
2016-05-26,12:15pm,2,FOMC Member Powell Speaks,,,
2016-05-27,8:30am,3,Prelim GDP q/q,0.50%,0.80%,0.80%
2016-05-27,8:30am,1,Prelim GDP Price Index q/q,0.70%,0.70%,0.60%
2016-05-27,10:00am,2,Revised UoM Consumer Sentiment,95.8,95.7,94.7
2016-05-27,10:00am,1,Revised UoM Inflation Expectations,2.50%,,2.40%
2016-05-27,1:15pm,3,Fed Chair Yellen Speaks,,,
2016-05-29,8:20pm,2,FOMC Member Bullard Speaks,,,
2016-05-30,12:00am,-1,Bank Holiday,,,
2016-05-31,8:30am,2,Core PCE Price Index m/m,0.10%,0.20%,0.20%
2016-05-31,8:30am,2,Personal Spending m/m,0.00%,0.70%,1.00%
2016-05-31,8:30am,1,Personal Income m/m,0.40%,0.40%,0.40%
2016-05-31,9:00am,1,S&P/CS Composite-20 HPI y/y,5.40%,5.10%,5.40%
2016-05-31,9:45am,2,Chicago PMI,50.4,50.8,49.3
2016-05-31,10:00am,3,CB Consumer Confidence,94.7,96.1,92.6
2016-06-01,9:45am,1,Final Manufacturing PMI,50.5,50.5,50.7
2016-06-01,10:00am,3,ISM Manufacturing PMI,50.8,50.5,51.3
2016-06-01,10:00am,1,Construction Spending m/m,1.50%,0.50%,-1.80%
2016-06-01,10:00am,1,ISM Manufacturing Prices,59,58,63.5
2016-06-01,12:00am,1,Wards Total Vehicle Sales,17.5M,17.3M,17.4M
2016-06-01,12:00am,1,Total Vehicle Sales,17.4M,17.2M,17.4M
2016-06-01,2:00pm,1,Beige Book,,,
2016-06-02,7:30am,1,Challenger Job Cuts y/y,5.80%,,-26.50%
2016-06-02,8:15am,3,ADP Non-Farm Employment Change,166K,174K,173K
2016-06-02,8:30am,3,Unemployment Claims,268K,270K,267K
2016-06-02,8:35am,2,FOMC Member Powell Speaks,,,
2016-06-02,10:30am,1,Natural Gas Storage,71B,83B,82B
2016-06-02,11:00am,3,Crude Oil Inventories,-4.2M,-2.7M,-1.4M
2016-06-03,8:30am,3,Average Hourly Earnings m/m,0.40%,0.20%,0.20%
2016-06-03,8:30am,3,Non-Farm Employment Change,123K,159K,38K
2016-06-03,8:30am,3,Unemployment Rate,5.00%,4.90%,4.70%
2016-06-03,8:30am,2,Trade Balance,-35.5B,-41.2B,-37.4B
2016-06-03,9:45am,1,Final Services PMI,51.2,51.2,51.3
2016-06-03,10:00am,3,ISM Services PMI,55.7,55.4,52.9
2016-06-03,10:00am,2,Factory Orders m/m,1.50%,1.80%,1.90%
2016-06-03,12:30pm,2,FOMC Member Brainard Speaks,,,
2016-06-04,3:00am,2,FOMC Member Mester Speaks,,,
2016-06-06,10:00am,1,Labor Market Conditions Index m/m,-3.4,,-4.8
2016-06-06,12:30pm,3,Fed Chair Yellen Speaks,,,
2016-06-07,8:30am,2,Revised Nonfarm Productivity q/q,-1.00%,-0.60%,-0.60%
2016-06-07,8:30am,1,Revised Unit Labor Costs q/q,4.10%,4.00%,4.50%
2016-06-07,9:59am,1,RCM/TIPP Economic Optimism,48.7,49.1,48.2
2016-06-07,3:00pm,1,Consumer Credit m/m,28.4B,19.1B,13.4B
2016-06-08,10:00am,2,JOLTS Job Openings,5.67M,5.67M,5.79M
2016-06-08,10:30am,3,Crude Oil Inventories,-1.4M,-3.2M,-3.2M
2016-06-08,1:01pm,1,10-y Bond Auction,1.71|2.7,,1.70|2.7
2016-06-09,8:30am,3,Unemployment Claims,268K,269K,264K
2016-06-09,10:00am,1,Final Wholesale Inventories m/m,0.20%,0.10%,0.60%
